title,company,location,posted_date,apply_url,source,category,application_status,notes,date_applied,scraped_at
Full Stack Developer/ Sr. Developer (Team Leader)- Nexogs Systems Ltd.- Job ID:1488995,Bdjobs.com,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/full-stack-developer-sr-developer-team-leader-nexogs-systems-ltd-job-id-1488995-at-bdjobs-com-4412260226,linkedin.com,web developer,Not Applied,,,2026-05-19
Web Developer (Design & Maintenance) - (For A A Sourcing)-Job ID: 1488240,Bdjobs.com,"Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/web-developer-design-maintenance-for-a-a-sourcing-job-id-1488240-at-bdjobs-com-4412209971,linkedin.com,web developer,Not Applied,,,2026-05-19
"Web Developer (Laravel,Vue.js) - (For E Natural Mart) - Job ID - 1487000",Bdjobs.com,"Mymensingh Division, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/web-developer-laravel-vue-js-for-e-natural-mart-job-id-1487000-at-bdjobs-com-4410140361,linkedin.com,web developer,Not Applied,,,2026-05-19
Full-Stack Laravel Developer- For AAYOVI PRODUCTIONS PRIVATE LIMITED- Job ID: 1486191,Bdjobs.com,Bangladesh,2026-05-11,https://bd.linkedin.com/jobs/view/full-stack-laravel-developer-for-aayovi-productions-private-limited-job-id-1486191-at-bdjobs-com-4412660461,linkedin.com,web developer,Not Applied,,,2026-05-19
Full Stack .NET Developer - (For MediaSoft Data Systems Ltd.) - Job ID - 1480268,Bdjobs.com,"Dhaka, Bangladesh",2026-04-23,https://bd.linkedin.com/jobs/view/full-stack-net-developer-for-mediasoft-data-systems-ltd-job-id-1480268-at-bdjobs-com-4402840944,linkedin.com,web developer,Not Applied,,,2026-05-19
Web Developer (Design & Maintenance) - For FCS Mart BD (Savar) - Job ID - 1478638,Bdjobs.com,"Savar, Dhaka, Bangladesh",2026-04-19,https://bd.linkedin.com/jobs/view/web-developer-design-maintenance-for-fcs-mart-bd-savar-job-id-1478638-at-bdjobs-com-4401257131,linkedin.com,web developer,Not Applied,,,2026-05-19
PHP Laravel Developer (For Next Page Technology Ltd)-Job ID: 1485076,Bdjobs.com,"Dhaka, Bangladesh",2026-05-06,https://bd.linkedin.com/jobs/view/php-laravel-developer-for-next-page-technology-ltd-job-id-1485076-at-bdjobs-com-4408489790,linkedin.com,web developer,Not Applied,,,2026-05-19
Web Developer (WordPress / Shopify) - For Kreatech - Job ID: 1484091,Bdjobs.com,"Dhaka, Bangladesh",2026-05-04,https://bd.linkedin.com/jobs/view/web-developer-wordpress-shopify-for-kreatech-job-id-1484091-at-bdjobs-com-4407733469,linkedin.com,web developer,Not Applied,,,2026-05-19
Full Stack Developer (.NET + Angular + React Native)- For Farazy Hospital Ltd - Job ID: 1488545,Bdjobs.com,"Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/full-stack-developer-net-%2B-angular-%2B-react-native-for-farazy-hospital-ltd-job-id-1488545-at-bdjobs-com-4412218491,linkedin.com,web developer,Not Applied,,,2026-05-19
Senior Full-Stack Engineer (Remote)- iKori- Job ID:1487698,Bdjobs.com,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/senior-full-stack-engineer-remote-ikori-job-id-1487698-at-bdjobs-com-4410372090,linkedin.com,web developer,Not Applied,,,2026-05-19
Scrum Master / Front-End Developer (React Native | Next.js) Remote | Full-Time | Competitive Salary,Essex Studios by Yalla Systems (ESYS),"Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/scrum-master-front-end-developer-react-native-next-js-remote-full-time-competitive-salary-at-essex-studios-by-yalla-systems-esys-4416044099,linkedin.com,web developer,Not Applied,,,2026-05-19
PHP Laravel Developer (For Betopia Group) - Job ID : 1485767,Bdjobs.com,"Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/php-laravel-developer-for-betopia-group-job-id-1485767-at-bdjobs-com-4412370257,linkedin.com,web developer,Not Applied,,,2026-05-19
Senior Full Stack Developer (For A Reputed Company) - Job ID : 1485759,Bdjobs.com,"Uttara, Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/senior-full-stack-developer-for-a-reputed-company-job-id-1485759-at-bdjobs-com-4410361929,linkedin.com,web developer,Not Applied,,,2026-05-19
AI/ML & Full-Stack Developer (Image Processing)- For A Fast Growing Company- Job ID: 1480596,Bdjobs.com,"Dhaka, Bangladesh",2026-04-25,https://bd.linkedin.com/jobs/view/ai-ml-full-stack-developer-image-processing-for-a-fast-growing-company-job-id-1480596-at-bdjobs-com-4404175248,linkedin.com,web developer,Not Applied,,,2026-05-19
Junior WordPress Developer - For 	Bitchip Digital - Job ID: 1483594,Bdjobs.com,"Dhaka, Bangladesh",2026-05-02,https://bd.linkedin.com/jobs/view/junior-wordpress-developer-for-%09bitchip-digital-job-id-1483594-at-bdjobs-com-4407270069,linkedin.com,web developer,Not Applied,,,2026-05-19
Lead Frontend Engineer,AllChrono,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/lead-frontend-engineer-at-allchrono-4414242699,linkedin.com,web developer,Not Applied,,,2026-05-19
Senior Full Stack Engineer (For British American Resource Center)-Job ID: 1481895,Bdjobs.com,"Uttara, Dhaka, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/senior-full-stack-engineer-for-british-american-resource-center-job-id-1481895-at-bdjobs-com-4404672729,linkedin.com,web developer,Not Applied,,,2026-05-19
Mobile App Developer,Btab Group,Bangladesh,2026-05-13,https://bd.linkedin.com/jobs/view/mobile-app-developer-at-btab-group-4410355118,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Mobile Application Developer (Android & iOS)- For Mac Technology Australia - Job ID: 1482468,Bdjobs.com,"Dhaka, Bangladesh",2026-04-29,https://bd.linkedin.com/jobs/view/mobile-application-developer-android-ios-for-mac-technology-australia-job-id-1482468-at-bdjobs-com-4406063189,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Android Developer - For Commlink Info Tech Limited- Job ID - 1480362,Bdjobs.com,"Gulshan, Dhaka, Bangladesh",2026-04-25,https://bd.linkedin.com/jobs/view/android-developer-for-commlink-info-tech-limited-job-id-1480362-at-bdjobs-com-4404172198,linkedin.com,mobile developer,Not Applied,,,2026-05-19
"Backend Engineer, BANGLADESH",nsave,"Dhaka, Dhaka, Bangladesh",2026-05-08,https://bd.linkedin.com/jobs/view/backend-engineer-bangladesh-at-nsave-4412160253,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Flutter Mobile Developer (iOS/Android) - Remote - (For Aitek Ltd.) - Job ID - 1488657,Bdjobs.com,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/flutter-mobile-developer-ios-android-remote-for-aitek-ltd-job-id-1488657-at-bdjobs-com-4412249400,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Android App Developer (Kotlin & Flutter) - For JACHAI.COM LTD - Job ID : 1489423,Bdjobs.com,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/android-app-developer-kotlin-flutter-for-jachai-com-ltd-job-id-1489423-at-bdjobs-com-4412291363,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Backend Engineer (Python / JavaScript) | $15/hr Remote,Crossing Hurdles,Bangladesh,2026-05-14,https://bd.linkedin.com/jobs/view/backend-engineer-python-javascript-%2415-hr-remote-at-crossing-hurdles-4414479039,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Mobile Service Engineer/Technician - For 1000FIX Services Ltd.- Job ID: 1487585,Bdjobs.com,"Dhaka, Bangladesh",2026-05-14,https://bd.linkedin.com/jobs/view/mobile-service-engineer-technician-for-1000fix-services-ltd-job-id-1487585-at-bdjobs-com-4411146161,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Flutter App Developer- For Probashi Palli Group- Job ID: 1485593,Bdjobs.com,"Dhaka, Bangladesh",2026-05-11,https://bd.linkedin.com/jobs/view/flutter-app-developer-for-probashi-palli-group-job-id-1485593-at-bdjobs-com-4412645066,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Back-End Developer - Spring Boot,TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/back-end-developer-spring-boot-at-technix-technology-4208247014,linkedin.com,mobile developer,Not Applied,,,2026-05-19
React Developer (Senior),TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/react-developer-senior-at-technix-technology-4208243330,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Lead Android Developer,AllChrono,"Dhaka, Bangladesh",2026-04-29,https://bd.linkedin.com/jobs/view/lead-android-developer-at-allchrono-4408240236,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Lead iOS Engineer,AllChrono,"Dhaka, Bangladesh",2026-04-29,https://bd.linkedin.com/jobs/view/lead-ios-engineer-at-allchrono-4408227824,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Backend (𝐀𝐈 𝐀𝐩𝐩𝐥𝐢𝐜𝐚𝐭𝐢𝐨𝐧) Developer- For Orbion Limited - Job ID: 1486994,Bdjobs.com,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/backend-%F0%9D%90%80%F0%9D%90%88-%F0%9D%90%80%F0%9D%90%A9%F0%9D%90%A9%F0%9D%90%A5%F0%9D%90%A2%F0%9D%90%9C%F0%9D%90%9A%F0%9D%90%AD%F0%9D%90%A2%F0%9D%90%A8%F0%9D%90%A7-developer-for-orbion-limited-job-id-1486994-at-bdjobs-com-4410354511,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Senior Backend Engineer (For Envobyte Ltd.)-Job ID: 1485160,Bdjobs.com,"Khulna, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/senior-backend-engineer-for-envobyte-ltd-job-id-1485160-at-bdjobs-com-4409249603,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Power BI & Databricks Backend Data Engineer - For Renowned European Company - Job ID: 1482823,Bdjobs.com,"Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/power-bi-databricks-backend-data-engineer-for-renowned-european-company-job-id-1482823-at-bdjobs-com-4406443660,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Senior Backend Engineer,Envobyte,"Khulna, Bangladesh",2026-05-05,https://bd.linkedin.com/jobs/view/senior-backend-engineer-at-envobyte-4410556779,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Senior Backend Engineer,nextjobz,"Narail Sadar Upazila, Khulna, Bangladesh",2026-05-06,https://bd.linkedin.com/jobs/view/senior-backend-engineer-at-nextjobz-4409935056,linkedin.com,mobile developer,Not Applied,,,2026-05-19
Python Developer,Höski,Bangladesh,2026-05-17,https://bd.linkedin.com/jobs/view/python-developer-at-h%C3%B6ski-4412222953,linkedin.com,android developer,Not Applied,,,2026-05-19
Java Developer- REVE Systems- Job ID:1482649,Bdjobs.com,"Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/java-developer-reve-systems-job-id-1482649-at-bdjobs-com-4406436803,linkedin.com,android developer,Not Applied,,,2026-05-19
AI Engineer (Python + Computer Vision + LLMs),Artech Digital,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/ai-engineer-python-%2B-computer-vision-%2B-llms-at-artech-digital-4416272036,linkedin.com,android developer,Not Applied,,,2026-05-19
Guardian Life Insurance Limited - For Senior Python Developer- Job ID: 1484348,Bdjobs.com,"Dhaka, Bangladesh",2026-05-04,https://bd.linkedin.com/jobs/view/guardian-life-insurance-limited-for-senior-python-developer-job-id-1484348-at-bdjobs-com-4407742853,linkedin.com,android developer,Not Applied,,,2026-05-19
Sr. Power BI Frontend Analytics & Developer - For Renowned European Company - Job ID: 1482811,Bdjobs.com,"Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/sr-power-bi-frontend-analytics-developer-for-renowned-european-company-job-id-1482811-at-bdjobs-com-4406452108,linkedin.com,android developer,Not Applied,,,2026-05-19
Technical Project Manager (Hybrid PM / Ruby on Rails Developer),"Reliance Automated Verified Leads, LLC",Bangladesh,2026-05-05,https://bd.linkedin.com/jobs/view/technical-project-manager-hybrid-pm-ruby-on-rails-developer-at-reliance-automated-verified-leads-llc-4410502246,linkedin.com,android developer,Not Applied,,,2026-05-19
Intern App Developer- Outsource Group.- Job ID:1483906,Bdjobs.com,"Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/intern-app-developer-outsource-group-job-id-1483906-at-bdjobs-com-4409241695,linkedin.com,iOS developer,Not Applied,,,2026-05-19
Senior React Developer,TECHNIX TECHNOLOGY,Bangladesh,2026-03-05,https://bd.linkedin.com/jobs/view/senior-react-developer-at-technix-technology-4381627904,linkedin.com,react developer,Not Applied,,,2026-05-19
React Native Developer,Wing Assistant,"Dhaka, Dhaka, Bangladesh",2026-01-08,https://bd.linkedin.com/jobs/view/react-native-developer-at-wing-assistant-4352004321,linkedin.com,react developer,Not Applied,,,2026-05-19
Senior React Native Developer,nextjobz,"Pallabi Thana, Dhaka, Bangladesh",2026-05-11,https://bd.linkedin.com/jobs/view/senior-react-native-developer-at-nextjobz-4412655529,linkedin.com,react developer,Not Applied,,,2026-05-19
Data Scientist,Gildan,"Gulshan, Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/data-scientist-at-gildan-4408704678,linkedin.com,python developer,Not Applied,,,2026-05-19
Data Scientist (For Gildan-G.A.B. Limited)-Job ID: 1479508,Bdjobs.com,"Gulshan, Dhaka, Bangladesh",2026-04-22,https://bd.linkedin.com/jobs/view/data-scientist-for-gildan-g-a-b-limited-job-id-1479508-at-bdjobs-com-4402431331,linkedin.com,python developer,Not Applied,,,2026-05-19
Backend Developer (Django Rest Framework) - For TransformsAI - Job ID - 1486586,Bdjobs.com,"Khulna, Bangladesh",2026-05-11,https://bd.linkedin.com/jobs/view/backend-developer-django-rest-framework-for-transformsai-job-id-1486586-at-bdjobs-com-4412654930,linkedin.com,python developer,Not Applied,,,2026-05-19
Backend Developer (Django Rest Framework) - For TransformsAI - Job ID - 1489171,Bdjobs.com,"Khulna, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/backend-developer-django-rest-framework-for-transformsai-job-id-1489171-at-bdjobs-com-4412262033,linkedin.com,python developer,Not Applied,,,2026-05-19
Spring Boot Developer,TECHNIX TECHNOLOGY,Bangladesh,2025-08-29,https://bd.linkedin.com/jobs/view/spring-boot-developer-at-technix-technology-4292860694,linkedin.com,java developer,Not Applied,,,2026-05-19
PHP / MySQL Programmer (Laravel) - For NGen IT - Job ID : 1487523,Bdjobs.com,"Dhaka, Bangladesh",2026-05-14,https://bd.linkedin.com/jobs/view/php-mysql-programmer-laravel-for-ngen-it-job-id-1487523-at-bdjobs-com-4411154014,linkedin.com,php developer,Not Applied,,,2026-05-19
"Platform Engineer, Infrastructure",Field Nation,"Dhaka, Dhaka, Bangladesh",2026-05-14,https://bd.linkedin.com/jobs/view/platform-engineer-infrastructure-at-field-nation-4312729662,linkedin.com,php developer,Not Applied,,,2026-05-19
DevOps Engineer,Tenbyte,"Dhaka, Dhaka, Bangladesh",2026-05-15,https://bd.linkedin.com/jobs/view/devops-engineer-at-tenbyte-4415563541,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Cloud/DevOps Engineer,TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/cloud-devops-engineer-at-technix-technology-4208243326,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Senior DevOps Engineer,Frontline Data Solutions,Bangladesh,2026-04-17,https://bd.linkedin.com/jobs/view/senior-devops-engineer-at-frontline-data-solutions-4403473026,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Cloud Operations Engineer,Eightpoint,Bangladesh,2026-05-06,https://bd.linkedin.com/jobs/view/cloud-operations-engineer-at-eightpoint-4409957909,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
DevOps Engineer- For Hydrus Digital- Job ID: 1482317,Bdjobs.com,"Dhaka, Bangladesh",2026-04-28,https://bd.linkedin.com/jobs/view/devops-engineer-for-hydrus-digital-job-id-1482317-at-bdjobs-com-4405510531,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Senior DevOps Engineer,Enosis Solutions,"Dhaka, Dhaka, Bangladesh",2025-10-22,https://bd.linkedin.com/jobs/view/senior-devops-engineer-at-enosis-solutions-4318521325,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Senior DevOps Engineer,TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/senior-devops-engineer-at-technix-technology-4208241873,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Sr. DevOps Engineer - For Cartup Limited - Job ID - 1484852,Bdjobs.com,"Tejgaon Thana, Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/sr-devops-engineer-for-cartup-limited-job-id-1484852-at-bdjobs-com-4409246447,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Lead DevOps Engineer,Enosis Solutions,"Dhaka, Dhaka, Bangladesh",2025-10-17,https://bd.linkedin.com/jobs/view/lead-devops-engineer-at-enosis-solutions-4316352155,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
DevOps Administrator,Therap (BD) Ltd.,"Dhaka, Dhaka, Bangladesh",2026-02-22,https://bd.linkedin.com/jobs/view/devops-administrator-at-therap-bd-ltd-4374988675,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Senior Cloud Infrastructure Engineer (CloudStack &#038; Ceph),Tenbyte,"Dhaka, Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/senior-cloud-infrastructure-engineer-cloudstack-%23038-ceph-at-tenbyte-4413741701,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Senior Engineer - Cloud Platforms,Field Nation,"Dhaka, Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/senior-engineer-cloud-platforms-at-field-nation-4399402527,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Senior Linux System Engineer (L3),ServerHub,"Gulshan, Dhaka, Bangladesh",2025-11-18,https://bd.linkedin.com/jobs/view/senior-linux-system-engineer-l3-at-serverhub-4336625388,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
Senior Software Engineer/ SE II (DevOps/ SRE),Optimizely,"Dhaka, Dhaka, Bangladesh",2026-05-16,https://bd.linkedin.com/jobs/view/senior-software-engineer-se-ii-devops-sre-at-optimizely-4365683059,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
"Associate Manager/Manager, OpenShift Engineer",BRAC Bank PLC,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/associate-manager-manager-openshift-engineer-at-brac-bank-plc-4415616677,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
"Staff Platform Engineer, Infrastructure",Field Nation,"Dhaka, Dhaka, Bangladesh",2026-05-01,https://bd.linkedin.com/jobs/view/staff-platform-engineer-infrastructure-at-field-nation-4387453591,linkedin.com,DevOps engineer,Not Applied,,,2026-05-19
AI & Machine Learning Engineer,ITC Worldwide,"Rajbari District, Dhaka, Bangladesh",2025-07-22,https://bd.linkedin.com/jobs/view/ai-machine-learning-engineer-at-itc-worldwide-4271158563,linkedin.com,data scientist,Not Applied,,,2026-05-19
NLP Engineer,Verbex.ai,"Dhaka, Dhaka, Bangladesh",2025-06-19,https://bd.linkedin.com/jobs/view/nlp-engineer-at-verbex-ai-4252989480,linkedin.com,data scientist,Not Applied,,,2026-05-19
Ruby Engineer | $22/hr Remote,Crossing Hurdles,Bangladesh,2026-05-12,https://bd.linkedin.com/jobs/view/ruby-engineer-%2422-hr-remote-at-crossing-hurdles-4413534323,linkedin.com,data scientist,Not Applied,,,2026-05-19
Data Scientist- For BJIT Ltd.- Job ID: 1486214,Bdjobs.com,"Dhaka, Bangladesh",2026-05-11,https://bd.linkedin.com/jobs/view/data-scientist-for-bjit-ltd-job-id-1486214-at-bdjobs-com-4412647756,linkedin.com,data scientist,Not Applied,,,2026-05-19
Rust Engineer | $22/hr Remote,Crossing Hurdles,Bangladesh,2026-05-12,https://bd.linkedin.com/jobs/view/rust-engineer-%2422-hr-remote-at-crossing-hurdles-4413541359,linkedin.com,data scientist,Not Applied,,,2026-05-19
Lead Data Science Engineer & Chief of Staff (Strategic Role - Direct to Group Director)- For A Leading Group of Company- Job ID: 1480581,Bdjobs.com,"Gazipur, Dhaka, Bangladesh",2026-04-25,https://bd.linkedin.com/jobs/view/lead-data-science-engineer-chief-of-staff-strategic-role-direct-to-group-director-for-a-leading-group-of-company-job-id-1480581-at-bdjobs-com-4404168272,linkedin.com,data scientist,Not Applied,,,2026-05-19
Officer/Senior Officer - Industrial Engineering (Automation & Robotics) - For A Leading Multinational Company- Job ID: 1488737,Bdjobs.com,"Gazipur, Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/officer-senior-officer-industrial-engineering-automation-robotics-for-a-leading-multinational-company-job-id-1488737-at-bdjobs-com-4412246969,linkedin.com,data scientist,Not Applied,,,2026-05-19
R Engineer | $22/hr Remote,Crossing Hurdles,Bangladesh,2026-05-12,https://bd.linkedin.com/jobs/view/r-engineer-%2422-hr-remote-at-crossing-hurdles-4413523675,linkedin.com,data scientist,Not Applied,,,2026-05-19
Computer Science Domain Experts | Remote,Crossing Hurdles,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/computer-science-domain-experts-remote-at-crossing-hurdles-4415076926,linkedin.com,data scientist,Not Applied,,,2026-05-19
"Researchers in Social Sciences Needed – Earn Up to $4,500 for Your Manuscript Today","Fengkai Group Co., Limited",Bangladesh,2026-04-29,https://bd.linkedin.com/jobs/view/researchers-in-social-sciences-needed-%E2%80%93-earn-up-to-%244-500-for-your-manuscript-today-at-fengkai-group-co-limited-4406042454,linkedin.com,data scientist,Not Applied,,,2026-05-19
R Engineer,SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/r-engineer-at-sme-careers-4415339287,linkedin.com,data scientist,Not Applied,,,2026-05-19
AI Workflow Specialist,Athelas,"Dhaka, Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/ai-workflow-specialist-at-athelas-4414255660,linkedin.com,data scientist,Not Applied,,,2026-05-19
Kotlin Engineer | $22/hr Remote,Crossing Hurdles,Bangladesh,2026-05-11,https://bd.linkedin.com/jobs/view/kotlin-engineer-%2422-hr-remote-at-crossing-hurdles-4412723702,linkedin.com,data scientist,Not Applied,,,2026-05-19
LLM Engineer,Verbex.ai,"Dhaka, Dhaka, Bangladesh",2025-06-19,https://bd.linkedin.com/jobs/view/llm-engineer-at-verbex-ai-4252992045,linkedin.com,data scientist,Not Applied,,,2026-05-19
Lead MLOps Engineer,NexGen Cloud,Bangladesh,2026-05-13,https://bd.linkedin.com/jobs/view/lead-mlops-engineer-at-nexgen-cloud-4405215931,linkedin.com,data scientist,Not Applied,,,2026-05-19
Software Engineer,Neufast,"Dhaka, Bangladesh",2026-05-19,https://bd.linkedin.com/jobs/view/software-engineer-at-neufast-4416470884,linkedin.com,data scientist,Not Applied,,,2026-05-19
Test Engineer,PalmPay,"Dhaka, Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/test-engineer-at-palmpay-4412539494,linkedin.com,data scientist,Not Applied,,,2026-05-19
AI Workflow Specialist,Commure,"Dhaka, Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/ai-workflow-specialist-at-commure-4414283453,linkedin.com,data scientist,Not Applied,,,2026-05-19
Quality Assurance Engineer,Stackifya,"Dhaka, Bangladesh",2026-04-19,https://bd.linkedin.com/jobs/view/quality-assurance-engineer-at-stackifya-4403873873,linkedin.com,data scientist,Not Applied,,,2026-05-19
Swift Engineer | $25/hr Remote,Crossing Hurdles,Bangladesh,2026-05-13,https://bd.linkedin.com/jobs/view/swift-engineer-%2425-hr-remote-at-crossing-hurdles-4413875822,linkedin.com,data scientist,Not Applied,,,2026-05-19
Software Developer - Remote,YO IT Consulting,Bangladesh,2026-05-17,https://bd.linkedin.com/jobs/view/software-developer-remote-at-yo-it-consulting-4415406893,linkedin.com,data scientist,Not Applied,,,2026-05-19
Swift Engineer,SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/swift-engineer-at-sme-careers-4415347133,linkedin.com,data scientist,Not Applied,,,2026-05-19
"Programmer- Dhaka Ahsania Mission, Health and WASH Sector- Job ID:1487982",Bdjobs.com,"Munshiganj, Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/programmer-dhaka-ahsania-mission-health-and-wash-sector-job-id-1487982-at-bdjobs-com-4412210777,linkedin.com,data scientist,Not Applied,,,2026-05-19
Go Engineer | $22/hr Remote,Crossing Hurdles,Bangladesh,2026-05-09,https://bd.linkedin.com/jobs/view/go-engineer-%2422-hr-remote-at-crossing-hurdles-4412446840,linkedin.com,data scientist,Not Applied,,,2026-05-19
"Report Reviewer/ Supervisor- Coordination, Gazipur - For Intertek Bangladesh- Job ID: 1481070",Bdjobs.com,"Gazipur, Dhaka, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/report-reviewer-supervisor-coordination-gazipur-for-intertek-bangladesh-job-id-1481070-at-bdjobs-com-4404662474,linkedin.com,data scientist,Not Applied,,,2026-05-19
Quality Assurance Engineer,nextjobz,"Dhaka, Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/quality-assurance-engineer-at-nextjobz-4401615975,linkedin.com,data scientist,Not Applied,,,2026-05-19
Rust Engineer,SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/rust-engineer-at-sme-careers-4415329684,linkedin.com,data scientist,Not Applied,,,2026-05-19
"Officer/ Senior Officer - Report Preparation (Contractual), Coordination, Gazipur- Intertek Bangladesh- Job ID:1487825",Bdjobs.com,"Gazipur District, Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/officer-senior-officer-report-preparation-contractual-coordination-gazipur-intertek-bangladesh-job-id-1487825-at-bdjobs-com-4412221079,linkedin.com,data scientist,Not Applied,,,2026-05-19
Quality Control Associate for Data Training | $5/hr Remote,Crossing Hurdles,Bangladesh,2026-05-08,https://bd.linkedin.com/jobs/view/quality-control-associate-for-data-training-%245-hr-remote-at-crossing-hurdles-4409684067,linkedin.com,data scientist,Not Applied,,,2026-05-19
Senior C Engineer | $22/hr Remote,Crossing Hurdles,Bangladesh,2026-05-12,https://bd.linkedin.com/jobs/view/senior-c-engineer-%2422-hr-remote-at-crossing-hurdles-4413533967,linkedin.com,data scientist,Not Applied,,,2026-05-19
Ruby Engineer,SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/ruby-engineer-at-sme-careers-4415334487,linkedin.com,data scientist,Not Applied,,,2026-05-19
Analyst- For Walton Hi-Tech Industries PLC. - Job ID: 1488720,Bdjobs.com,"Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/analyst-for-walton-hi-tech-industries-plc-job-id-1488720-at-bdjobs-com-4412257491,linkedin.com,data scientist,Not Applied,,,2026-05-19
Remote LLM Agentic Trainer - Programmer,Turing,Bangladesh,2026-05-18,https://bd.linkedin.com/jobs/view/remote-llm-agentic-trainer-programmer-at-turing-4416279602,linkedin.com,data scientist,Not Applied,,,2026-05-19
Senior Test Automation Engineer,Verbex.ai,"Dhaka, Dhaka, Bangladesh",2025-07-07,https://bd.linkedin.com/jobs/view/senior-test-automation-engineer-at-verbex-ai-4259826710,linkedin.com,data scientist,Not Applied,,,2026-05-19
